지점,지점명,일시,평균기온(°C)
108,서울,2020-04-17,12.5
108,서울,2020-04-18,13.5
108,서울,2020-04-19,12.3
108,서울,2020-04-20,10
108,서울,2020-04-21,7.4
108,서울,2020-04-22,6
108,서울,2020-04-23,7.9
108,서울,2020-04-24,9.9
108,서울,2020-04-25,13.1
108,서울,2020-04-26,12.3
108,서울,2020-04-27,12.9
108,서울,2020-04-28,13.9
108,서울,2020-04-29,14.9
108,서울,2020-04-30,17.1
108,서울,2020-05-01,20.2
108,서울,2020-05-02,20.3
108,서울,2020-05-03,21.8
108,서울,2020-05-04,20.2
108,서울,2020-05-05,16
108,서울,2020-05-06,19.4
108,서울,2020-05-07,20.7
108,서울,2020-05-08,19.9
108,서울,2020-05-09,14.2
108,서울,2020-05-10,14.4
108,서울,2020-05-11,16.5
108,서울,2020-05-12,14.3
108,서울,2020-05-13,16.1
108,서울,2020-05-14,19.3
108,서울,2020-05-15,16.1
108,서울,2020-05-16,16.7
108,서울,2020-05-17,19.1
108,서울,2020-05-18,19.1
108,서울,2020-05-19,13
108,서울,2020-05-20,14.4
108,서울,2020-05-21,17.4
108,서울,2020-05-22,18.5
108,서울,2020-05-23,20.1
108,서울,2020-05-24,17.1
108,서울,2020-05-25,16.6
108,서울,2020-05-26,16.2
108,서울,2020-05-27,17.4
108,서울,2020-05-28,18.7
108,서울,2020-05-29,20.7
108,서울,2020-05-30,22.6
108,서울,2020-05-31,21.2
108,서울,2020-06-01,19.7
108,서울,2020-06-02,17.9
108,서울,2020-06-03,22
108,서울,2020-06-04,21.9
108,서울,2020-06-05,23
108,서울,2020-06-06,24.6
108,서울,2020-06-07,22.7
108,서울,2020-06-08,25
108,서울,2020-06-09,26.7
108,서울,2020-06-10,25.8
108,서울,2020-06-11,26.1
108,서울,2020-06-12,24.7
108,서울,2020-06-13,26.9
108,서울,2020-06-14,24
108,서울,2020-06-15,23
108,서울,2020-06-16,24.4
108,서울,2020-06-17,24.3
108,서울,2020-06-18,23.4
108,서울,2020-06-19,24.7
108,서울,2020-06-20,24.9
108,서울,2020-06-21,26.1
108,서울,2020-06-22,28.6
108,서울,2020-06-23,27.3
108,서울,2020-06-24,22.3
108,서울,2020-06-25,21.6
108,서울,2020-06-26,21.8
108,서울,2020-06-27,24.1
108,서울,2020-06-28,25.2
108,서울,2020-06-29,23.8
108,서울,2020-06-30,20.1
108,서울,2020-07-01,21.1
108,서울,2020-07-02,24.2
108,서울,2020-07-03,25.5
108,서울,2020-07-04,24.2
108,서울,2020-07-05,23.8
108,서울,2020-07-06,25.6
108,서울,2020-07-07,24.1
108,서울,2020-07-08,25.5
108,서울,2020-07-09,27.5
108,서울,2020-07-10,24.5
108,서울,2020-07-11,25.8
108,서울,2020-07-12,23.5
108,서울,2020-07-13,18.7
108,서울,2020-07-14,20.3
108,서울,2020-07-15,23.4
108,서울,2020-07-16,25
108,서울,2020-07-17,26
108,서울,2020-07-18,26.1
108,서울,2020-07-19,24
108,서울,2020-07-20,23.8
108,서울,2020-07-21,25
108,서울,2020-07-22,23.7
108,서울,2020-07-23,21.1
108,서울,2020-07-24,22.5
108,서울,2020-07-25,24.3
108,서울,2020-07-26,25.4
108,서울,2020-07-27,24.3
108,서울,2020-07-28,24.4
108,서울,2020-07-29,23.7
108,서울,2020-07-30,25.3
108,서울,2020-07-31,26.2
108,서울,2020-08-01,25.3
108,서울,2020-08-02,24.9
108,서울,2020-08-03,25
108,서울,2020-08-04,27
108,서울,2020-08-05,26.5
108,서울,2020-08-06,24.1
108,서울,2020-08-07,24.3
108,서울,2020-08-08,24.2
108,서울,2020-08-09,24.9
108,서울,2020-08-10,26.5
108,서울,2020-08-11,24.6
108,서울,2020-08-12,27.2
108,서울,2020-08-13,28
108,서울,2020-08-14,27.1
108,서울,2020-08-15,26.1
108,서울,2020-08-16,27.4
108,서울,2020-08-17,28.2
108,서울,2020-08-18,27.5
108,서울,2020-08-19,27.1
108,서울,2020-08-20,27.7
108,서울,2020-08-21,26.6
108,서울,2020-08-22,24.3
108,서울,2020-08-23,25.3
108,서울,2020-08-24,27.8
108,서울,2020-08-25,29.9
108,서울,2020-08-26,30.2
108,서울,2020-08-27,27.1
108,서울,2020-08-28,27.3
108,서울,2020-08-29,26.8
108,서울,2020-08-30,26.8
108,서울,2020-08-31,26.4
108,서울,2020-09-01,26.6
108,서울,2020-09-02,24.3
108,서울,2020-09-03,22.7
108,서울,2020-09-04,23.3
108,서울,2020-09-05,23.3
108,서울,2020-09-06,21.7
108,서울,2020-09-07,19.2
108,서울,2020-09-08,23.4
108,서울,2020-09-09,21.1
108,서울,2020-09-10,22.8
108,서울,2020-09-11,22.4
108,서울,2020-09-12,20.2
108,서울,2020-09-13,21.5
108,서울,2020-09-14,21.3
108,서울,2020-09-15,23
108,서울,2020-09-16,22.5
108,서울,2020-09-17,21.3
108,서울,2020-09-18,21.5
108,서울,2020-09-19,21.2
108,서울,2020-09-20,19.7
108,서울,2020-09-21,19.1
108,서울,2020-09-22,20.2
108,서울,2020-09-23,19.2
108,서울,2020-09-24,20.6
108,서울,2020-09-25,20.1
108,서울,2020-09-26,19.3
108,서울,2020-09-27,20.4
108,서울,2020-09-28,20.7
108,서울,2020-09-29,19.6
108,서울,2020-09-30,19.6
108,서울,2020-10-01,18.8
108,서울,2020-10-02,19.2
108,서울,2020-10-03,19.9
108,서울,2020-10-04,16.6
108,서울,2020-10-05,13.3
108,서울,2020-10-06,14.2
108,서울,2020-10-07,16
108,서울,2020-10-08,17.2
108,서울,2020-10-09,17.2
108,서울,2020-10-10,16.9
108,서울,2020-10-11,16.9
108,서울,2020-10-12,16.2
108,서울,2020-10-13,13.6
108,서울,2020-10-14,12.8
108,서울,2020-10-15,11.7
108,서울,2020-10-16,11.8
108,서울,2020-10-17,13.1
108,서울,2020-10-18,13.6
108,서울,2020-10-19,15.1
108,서울,2020-10-20,15.2
108,서울,2020-10-21,14.1
108,서울,2020-10-22,13.5
108,서울,2020-10-23,8.6
108,서울,2020-10-24,8.7
108,서울,2020-10-25,11.8
108,서울,2020-10-26,12.9
108,서울,2020-10-27,14
108,서울,2020-10-28,13.8
108,서울,2020-10-29,10.8
108,서울,2020-10-30,11.9
108,서울,2020-10-31,13.6
108,서울,2020-11-01,13.7
108,서울,2020-11-02,10.8
108,서울,2020-11-03,5.1
108,서울,2020-11-04,4.9
108,서울,2020-11-05,9.6
108,서울,2020-11-06,13.5
108,서울,2020-11-07,14.6
108,서울,2020-11-08,8.5
108,서울,2020-11-09,5.5
108,서울,2020-11-10,7.7
108,서울,2020-11-11,9.3
108,서울,2020-11-12,10.4
108,서울,2020-11-13,12.2
108,서울,2020-11-14,12.5
108,서울,2020-11-15,11.1
108,서울,2020-11-16,12.4
108,서울,2020-11-17,15.9
108,서울,2020-11-18,16.6
108,서울,2020-11-19,13.6
108,서울,2020-11-20,2.8
108,서울,2020-11-21,6.5
108,서울,2020-11-22,5.6
108,서울,2020-11-23,1.7
108,서울,2020-11-24,2.9
108,서울,2020-11-25,4.6
108,서울,2020-11-26,5.6
108,서울,2020-11-27,4.1
108,서울,2020-11-28,-.1
108,서울,2020-11-29,-.6
108,서울,2020-11-30,-.2
108,서울,2020-12-01,1.1
108,서울,2020-12-02,2.4
108,서울,2020-12-03,.7
108,서울,2020-12-04,-.6
108,서울,2020-12-05,2.1
108,서울,2020-12-06,4.5
108,서울,2020-12-07,3.4
108,서울,2020-12-08,-.5
108,서울,2020-12-09,1.5
108,서울,2020-12-10,5.8
108,서울,2020-12-11,5.3
108,서울,2020-12-12,2.3
108,서울,2020-12-13,-1.1
108,서울,2020-12-14,-7.7
108,서울,2020-12-15,-8.3
108,서울,2020-12-16,-8.3
108,서울,2020-12-17,-4.9
108,서울,2020-12-18,-2.1
108,서울,2020-12-19,-5.1
108,서울,2020-12-20,-3.7
108,서울,2020-12-21,-1
108,서울,2020-12-22,2
108,서울,2020-12-23,4.5
108,서울,2020-12-24,2.6
108,서울,2020-12-25,-.8
108,서울,2020-12-26,2.2
108,서울,2020-12-27,5.8
108,서울,2020-12-28,6.7
108,서울,2020-12-29,.1
108,서울,2020-12-30,-10.9
108,서울,2020-12-31,-8.9
108,서울,2021-01-01,-4.2
108,서울,2021-01-02,-5
108,서울,2021-01-03,-5.6
108,서울,2021-01-04,-3.5
108,서울,2021-01-05,-5.5
108,서울,2021-01-06,-7.4
108,서울,2021-01-07,-14.5
108,서울,2021-01-08,-14.9
108,서울,2021-01-09,-12.2
108,서울,2021-01-10,-7.7
108,서울,2021-01-11,-6.7
108,서울,2021-01-12,-3.9
108,서울,2021-01-13,2
108,서울,2021-01-14,1.7
108,서울,2021-01-15,4.5
108,서울,2021-01-16,-4.9
108,서울,2021-01-17,-5.5
108,서울,2021-01-18,-3.8
108,서울,2021-01-19,-6.3
108,서울,2021-01-20,-.1
108,서울,2021-01-21,4.5
108,서울,2021-01-22,5.5
108,서울,2021-01-23,7.6
108,서울,2021-01-24,7.3
108,서울,2021-01-25,7.9
108,서울,2021-01-26,5.3
108,서울,2021-01-27,1.7
108,서울,2021-01-28,-2.6
108,서울,2021-01-29,-8.8
108,서울,2021-01-30,-1.6
108,서울,2021-01-31,3.2
108,서울,2021-02-01,5
108,서울,2021-02-02,-5.6
108,서울,2021-02-03,-3.2
108,서울,2021-02-04,-3.6
108,서울,2021-02-05,1.4
108,서울,2021-02-06,6.8
108,서울,2021-02-07,3.6
108,서울,2021-02-08,-3.1
108,서울,2021-02-09,-.9
108,서울,2021-02-10,3.4
108,서울,2021-02-11,5.5
108,서울,2021-02-12,6.5
108,서울,2021-02-13,7.6
108,서울,2021-02-14,9.5
108,서울,2021-02-15,1.2
108,서울,2021-02-16,-5.1
108,서울,2021-02-17,-8.3
108,서울,2021-02-18,-5.8
108,서울,2021-02-19,1.6
108,서울,2021-02-20,8.8
108,서울,2021-02-21,10.8
108,서울,2021-02-22,7.8
108,서울,2021-02-23,0
108,서울,2021-02-24,2.9
108,서울,2021-02-25,4.2
108,서울,2021-02-26,8.2
108,서울,2021-02-27,9.5
108,서울,2021-02-28,7.8
108,서울,2021-03-01,4.7
108,서울,2021-03-02,2.3
108,서울,2021-03-03,4.4
108,서울,2021-03-04,7.2
108,서울,2021-03-05,9
108,서울,2021-03-06,6.6
108,서울,2021-03-07,6.2
108,서울,2021-03-08,7
108,서울,2021-03-09,6.6
108,서울,2021-03-10,8.8
108,서울,2021-03-11,10.2
108,서울,2021-03-12,10.5
108,서울,2021-03-13,9.2
108,서울,2021-03-14,9.1
108,서울,2021-03-15,10.6
108,서울,2021-03-16,8.4
108,서울,2021-03-17,8.8
108,서울,2021-03-18,11.7
108,서울,2021-03-19,15.3
108,서울,2021-03-20,9.9
108,서울,2021-03-21,5.8
108,서울,2021-03-22,6.2
108,서울,2021-03-23,9.1
108,서울,2021-03-24,10.8
108,서울,2021-03-25,11.9
108,서울,2021-03-26,12.6
108,서울,2021-03-27,12.1
108,서울,2021-03-28,9
108,서울,2021-03-29,10.2
108,서울,2021-03-30,10.8
108,서울,2021-03-31,14.5
108,서울,2021-04-01,17.7
108,서울,2021-04-02,17.8
108,서울,2021-04-03,14.9
108,서울,2021-04-04,11.9
